path,component_family,disposition,successor_hint,inverse_evidence,provisional_gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/aob-directory-suffix/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/aob-witness-directory/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/aob-witness-directory/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/ci-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/ci-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/daedalus-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/daedalus-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/icarus-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/icarus-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/ossie-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/ossie-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/project-directory/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/project-directory/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/projection-document/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/projection-document/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/projection-gap/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/projection-gap/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/root-spec/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/root-spec/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/self-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/self-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/storage-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/storage-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/yggdrasil-projection/__init__.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/aob/layout/yggdrasil-projection/value.py,silmaril/engine/legacy-reference-aob-layout,provisional,,,aob/layout hyphenated projection constants (daedalus/icarus/ossie/yggdrasil): meaning unresolved; no live analogue found (sparky_substrate.md 2.4/5.5); Praeriehund name-the-gap
./scripts/python/pylib/reference/pylib/reference/config/constants/color/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/blue/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/blue/value.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/green/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/green/value.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/red/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/atlas/red/value.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/graph/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/graph/blue/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/graph/blue/value.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
./scripts/python/pylib/reference/pylib/reference/config/constants/color/graph/green/__init__.py,silmaril/engine/legacy-reference-copy,retire,live scripts/python/pylib/src (sparky+config) superset,byte-complete predecessor/successor account MUST be recorded before deletion (sparky_substrate.md 2.4 RETIRE candidate: blocked until inverse recorded; cannot delete on orphaned observation alone); consumer closure evidenced empty (2.3: zero import hits repo-wide excl reference itself); successor superset = live src/silmaril/sparky+config mirror,
